game_date,attendance
1922-02-25,5000.0
1922-02-18,4000.0
1922-02-11,6000.0
1922-02-04,3000.0
1922-01-28,5000.0
1922-01-21,4000.0
1922-01-14,7000.0
1921-12-31,6000.0
1921-12-27,7000.0
1921-12-26,8000.0
1921-12-24,8000.0
1921-12-17,8000.0
1921-12-10,5000.0
1921-11-26,6000.0
1921-11-24,4000.0
1921-11-19,2000.0
1921-11-12,8000.0
1921-11-05,10000.0
1921-10-29,6000.0
1921-10-22,5000.0
1921-10-15,6000.0
1921-10-08,6000.0
1921-10-01,8000.0
1921-09-24,7000.0
1921-09-17,11000.0
1921-09-10,8446.0
1921-09-03,8000.0
1921-08-27,7011.0
